,category,nominee,year,winner
10469,Short Film (Animated),3 Misses,2000,0.0
10470,Short Film (Animated),When the Day Breaks,2000,0.0
10471,Short Film (Live Action),My Mother Dreams the Satan's Disciples in New York,2000,1.0
10472,Short Film (Live Action),"Bror, Min Bror (Teis and Nico)",2000,0.0
10473,Short Film (Live Action),Killing Joe,2000,0.0
10474,Short Film (Live Action),Kleingeld (Small Change),2000,0.0
10475,Short Film (Live Action),Major and Minor Miracles,2000,0.0
10476,Sound,The Matrix,2000,1.0
10477,Sound,The Green Mile,2000,0.0
10478,Sound,The Insider,2000,0.0
10479,Sound,The Mummy,2000,0.0
10480,Sound,Star Wars Episode I: The Phantom Menace,2000,0.0
10481,Sound Effects Editing,The Matrix,2000,1.0
10482,Sound Effects Editing,Fight Club,2000,0.0
10483,Sound Effects Editing,Star Wars Episode I: The Phantom Menace,2000,0.0
10484,Visual Effects,The Matrix,2000,1.0
10485,Visual Effects,Star Wars Episode I: The Phantom Menace,2000,0.0
10486,Visual Effects,Stuart Little,2000,0.0
10487,Writing (Screenplay Based on Material Previously Produced or Published),The Cider House Rules,2000,1.0
10488,Writing (Screenplay Based on Material Previously Produced or Published),Election,2000,0.0
10489,Writing (Screenplay Based on Material Previously Produced or Published),The Green Mile,2000,0.0
10490,Writing (Screenplay Based on Material Previously Produced or Published),The Insider,2000,0.0
10491,Writing (Screenplay Based on Material Previously Produced or Published),The Talented Mr. Ripley,2000,0.0
10492,Writing (Screenplay Written Directly for the Screen),American Beauty,2000,1.0
10493,Writing (Screenplay Written Directly for the Screen),Being John Malkovich,2000,0.0
10494,Writing (Screenplay Written Directly for the Screen),Magnolia,2000,0.0
10495,Writing (Screenplay Written Directly for the Screen),The Sixth Sense,2000,0.0
10496,Writing (Screenplay Written Directly for the Screen),Topsy-Turvy,2000,0.0
10497,Actor in a Leading Role,Russell Crowe,2001,1.0
10498,Actor in a Leading Role,Javier Bardem,2001,0.0
10499,Actor in a Leading Role,Tom Hanks,2001,1.0
10501,Actor in a Leading Role,Ed Harris,2001,0.0
10502,Actor in a Leading Role,Geoffrey Rush,2001,1.0
10503,Actor in a Supporting Role,Benicio Del Toro,2001,1.0
10504,Actor in a Supporting Role,Jeff Bridges,2001,0.0
10505,Actor in a Supporting Role,Willem Dafoe,2001,0.0
10506,Actor in a Supporting Role,Albert Finney,2001,0.0
10507,Actor in a Supporting Role,Joaquin Phoenix,2001,0.0
10508,Actress in a Leading Role,Julia Roberts,2001,1.0
10509,Actress in a Leading Role,Joan Allen,2001,0.0
10510,Actress in a Leading Role,Juliette Binoche,2001,0.0
10511,Actress in a Leading Role,Ellen Burstyn,2001,0.0
10512,Actress in a Leading Role,Laura Linney,2001,0.0
10513,Actress in a Supporting Role,Marcia Gay Harden,2001,1.0
10514,Actress in a Supporting Role,Judi Dench,2001,1.0
10515,Actress in a Supporting Role,Kate Hudson,2001,0.0
10516,Actress in a Supporting Role,Frances McDormand,2001,0.0
10517,Actress in a Supporting Role,Julie Walters,2001,0.0
10518,Art Direction,"Crouching Tiger, Hidden Dragon",2001,1.0
10519,Art Direction,Dr. Seuss' How the Grinch Stole Christmas,2001,0.0
10520,Art Direction,Gladiator,2001,0.0
10521,Art Direction,Quills,2001,0.0
10522,Art Direction,Vatel,2001,0.0
10523,Cinematography,"Crouching Tiger, Hidden Dragon",2001,1.0
10524,Cinematography,Gladiator,2001,0.0
10525,Cinematography,,2001,0.0
10526,Cinematography,"O Brother, Where Art Thou?",2001,0.0
10527,Cinematography,The Patriot,2001,0.0
10528,Costume Design,Gladiator,2001,1.0
10529,Costume Design,"Crouching Tiger, Hidden Dragon",2001,0.0
10530,Costume Design,Dr. Seuss' How the Grinch Stole Christmas,2001,0.0
10531,Costume Design,102 Dalmatians,2001,0.0
10532,Costume Design,Quills,2001,0.0
10533,Directing,Traffic,2001,1.0
10534,Directing,Billy Elliot,2001,0.0
10535,Directing,"Crouching Tiger, Hidden Dragon",2001,0.0
10536,Directing,Erin Brockovich,2001,0.0
10537,Directing,Gladiator,2001,0.0
10538,Documentary (Feature),Into the Arms of Strangers: Stories of the Kindertransport,2001,1.0
10539,Documentary (Feature),Legacy,2001,0.0
10540,Documentary (Feature),Long Night's Journey into Day,2001,0.0
10541,Documentary (Feature),Scottsboro: An American Tragedy,2001,0.0
10542,Documentary (Feature),Sound and Fury,2001,0.0
10543,Documentary (Short Subject),Big Mama,2001,1.0
10544,Documentary (Short Subject),Curtain Call,2001,0.0
10545,Documentary (Short Subject),Dolphins,2001,0.0
10546,Documentary (Short Subject),The Man on Lincoln's Nose,2001,0.0
10547,Documentary (Short Subject),On Tiptoe: Gentle Steps to Freedom,2001,0.0
10548,Film Editing,Traffic,2001,1.0
10549,Film Editing,Almost Famous,2001,0.0
10550,Film Editing,"Crouching Tiger, Hidden Dragon",2001,0.0
10551,Film Editing,Gladiator,2001,0.0
10552,Film Editing,Wonder Boys,2001,0.0
10553,Foreign Language Film,"Crouching Tiger, Hidden Dragon",2001,1.0
10554,Foreign Language Film,Amores Perros,2001,0.0
10555,Foreign Language Film,Divided We Fall,2001,0.0
10556,Foreign Language Film,Everybody Famous!,2001,0.0
10557,Foreign Language Film,The Taste of Others,2001,0.0
10558,Irving G. Thalberg Memorial Award,,2001,1.0
10596,Makeup,Dr. Seuss' How the Grinch Stole Christmas,2001,1.0
10597,Makeup,The Cell,2001,0.0
10598,Makeup,Shadow of the Vampire,2001,0.0
10599,Music (Original Score),"Crouching Tiger, Hidden Dragon",2001,1.0
10600,Music (Original Score),Chocolat,2001,0.0
10601,Music (Original Score),Gladiator,2001,0.0
10602,Music (Original Score),,2001,0.0
10603,Music (Original Score),The Patriot,2001,0.0
10604,Music (Original Song),Wonder Boys,2001,1.0
10605,Music (Original Song),Meet the Parents,2001,0.0
10606,Music (Original Song),Dancer in the Dark,2001,0.0
10607,Music (Original Song),"Crouching Tiger, Hidden Dragon",2001,0.0
10608,Music (Original Song),The Emperor's New Groove,2001,0.0
10609,Best Picture,Gladiator,2001,1.0
10610,Best Picture,Chocolat,2001,0.0
10611,Best Picture,"Crouching Tiger, Hidden Dragon",2001,0.0
10612,Best Picture,Erin Brockovich,2001,0.0
10613,Best Picture,Traffic,2001,0.0
10614,Short Film (Animated),Father and Daughter,2001,1.0
10615,Short Film (Animated),The Periwig-Maker,2001,0.0
10616,Short Film (Animated),Rejected,2001,0.0
10617,Short Film (Live Action),Quiero Ser (I want to be...),2001,1.0
10618,Short Film (Live Action),By Courier,2001,0.0
10619,Short Film (Live Action),One Day Crossing,2001,0.0
10620,Short Film (Live Action),Seraglio,2001,0.0
10621,Short Film (Live Action),A Soccer Story (Uma Historia de Futebol),2001,0.0
10622,Sound,Gladiator,2001,1.0
10623,Sound,Cast Away,2001,0.0
10624,Sound,The Patriot,2001,0.0
10625,Sound,The Perfect Storm,2001,0.0
10626,Sound,U-571,2001,0.0
10627,Sound Editing,U-571,2001,1.0
10628,Sound Editing,Space Cowboys,2001,0.0
10629,Visual Effects,Gladiator,2001,1.0
10630,Visual Effects,Hollow Man,2001,0.0
10631,Visual Effects,The Perfect Storm,2001,0.0
10632,Writing (Screenplay Based on Material Previously Produced or Published),Traffic,2001,1.0
10633,Writing (Screenplay Based on Material Previously Produced or Published),Chocolat,2001,0.0
10634,Writing (Screenplay Based on Material Previously Produced or Published),"Crouching Tiger, Hidden Dragon",2001,0.0
10635,Writing (Screenplay Based on Material Previously Produced or Published),"O Brother, Where Art Thou?",2001,0.0
10636,Writing (Screenplay Based on Material Previously Produced or Published),Wonder Boys,2001,0.0
10637,Writing (Screenplay Written Directly for the Screen),Almost Famous,2001,1.0
10638,Writing (Screenplay Written Directly for the Screen),Billy Elliot,2001,0.0
10639,Writing (Screenplay Written Directly for the Screen),Erin Brockovich,2001,0.0
10640,Writing (Screenplay Written Directly for the Screen),Gladiator,2001,0.0
10641,Writing (Screenplay Written Directly for the Screen),You Can Count on Me,2001,0.0
10642,Actor in a Leading Role,Denzel Washington,2002,1.0
10643,Actor in a Leading Role,Russell Crowe,2002,1.0
10644,Actor in a Leading Role,Sean Penn,2002,1.0
10646,Actor in a Leading Role,Will Smith,2002,1.0
10647,Actor in a Leading Role,Tom Wilkinson,2002,0.0
10648,Actor in a Supporting Role,Jim Broadbent,2002,1.0
10649,Actor in a Supporting Role,Ethan Hawke,2002,0.0
10650,Actor in a Supporting Role,Ben Kingsley,2002,0.0
10651,Actor in a Supporting Role,Ian McKellen,2002,0.0
10652,Actor in a Supporting Role,Jon Voight,2002,0.0
10653,Actress in a Leading Role,Halle Berry,2002,1.0
10654,Actress in a Leading Role,Judi Dench,2002,0.0
10655,Actress in a Leading Role,Nicole Kidman,2002,1.0
10656,Actress in a Leading Role,Sissy Spacek,2002,1.0
10657,Actress in a Leading Role,Renée Zellweger,2002,1.0
10658,Actress in a Supporting Role,Jennifer Connelly,2002,1.0
10659,Actress in a Supporting Role,Helen Mirren,2002,0.0
10660,Actress in a Supporting Role,Maggie Smith,2002,1.0
10661,Actress in a Supporting Role,Marisa Tomei,2002,1.0
10662,Actress in a Supporting Role,Kate Winslet,2002,0.0
10663,Animated Feature Film,Shrek,2002,1.0
10664,Animated Feature Film,Jimmy Neutron: Boy Genius,2002,0.0
10665,Animated Feature Film,"Monsters, Inc.",2002,0.0
10666,Art Direction,Moulin Rouge,2002,1.0
10667,Art Direction,Amélie,2002,0.0
10668,Art Direction,Gosford Park,2002,0.0
10669,Art Direction,Harry Potter and the Sorcerer's Stone,2002,0.0
10670,Art Direction,The Lord of the Rings: The Fellowship of the Ring,2002,0.0
10671,Cinematography,The Lord of the Rings: The Fellowship of the Ring,2002,1.0
10672,Cinematography,Amélie,2002,0.0
10673,Cinematography,Black Hawk Down,2002,0.0
10674,Cinematography,The Man Who Wasn't There,2002,0.0
10675,Cinematography,Moulin Rouge,2002,0.0
10676,Costume Design,Moulin Rouge,2002,1.0
10677,Costume Design,The Affair of the Necklace,2002,0.0
10678,Costume Design,Gosford Park,2002,0.0
10679,Costume Design,Harry Potter and the Sorcerer's Stone,2002,0.0
10680,Costume Design,The Lord of the Rings: The Fellowship of the Ring,2002,0.0
10681,Directing,A Beautiful Mind,2002,1.0
10682,Directing,Black Hawk Down,2002,0.0
10683,Directing,Gosford Park,2002,0.0
10684,Directing,The Lord of the Rings: The Fellowship of the Ring,2002,0.0
10685,Directing,Mulholland Drive,2002,0.0
10686,Documentary (Feature),Murder on a Sunday Morning,2002,1.0
10687,Documentary (Feature),Children Underground,2002,0.0
10688,Documentary (Feature),LaLee's Kin: The Legacy of Cotton,2002,0.0
10689,Documentary (Feature),Promises,2002,0.0
10690,Documentary (Feature),War Photographer,2002,0.0
10691,Documentary (Short Subject),Thoth,2002,1.0
10692,Documentary (Short Subject),Artists and Orphans: A True Drama,2002,0.0
10693,Documentary (Short Subject),Sing!,2002,0.0
10694,Film Editing,Black Hawk Down,2002,1.0
10695,Film Editing,A Beautiful Mind,2002,0.0
10696,Film Editing,The Lord of the Rings: The Fellowship of the Ring,2002,0.0
10697,Film Editing,Memento,2002,0.0
10698,Film Editing,Moulin Rouge,2002,0.0
10699,Foreign Language Film,No Man's Land,2002,1.0
10700,Foreign Language Film,Amélie,2002,0.0
10701,Foreign Language Film,Elling,2002,0.0
10702,Foreign Language Film,Lagaan,2002,0.0
10703,Foreign Language Film,Son of the Bride,2002,0.0
10704,Jean Hersholt Humanitarian Award,,2002,1.0
10738,Makeup,The Lord of the Rings: The Fellowship of the Ring,2002,1.0
10739,Makeup,A Beautiful Mind,2002,0.0
10740,Makeup,Moulin Rouge,2002,0.0
10741,Music (Original Score),The Lord of the Rings: The Fellowship of the Ring,2002,1.0
10742,Music (Original Score),A.I. Artificial Intelligence,2002,0.0
10743,Music (Original Score),A Beautiful Mind,2002,0.0
10744,Music (Original Score),Harry Potter and the Sorcerer's Stone,2002,0.0
10745,Music (Original Score),"Monsters, Inc.",2002,0.0
10746,Music (Original Song),"Monsters, Inc.",2002,1.0
10747,Music (Original Song),The Lord of the Rings: The Fellowship of the Ring,2002,0.0
10748,Music (Original Song),Pearl Harbor,2002,0.0
10749,Music (Original Song),Kate & Leopold,2002,0.0
10750,Music (Original Song),Vanilla Sky,2002,0.0
10751,Best Picture,A Beautiful Mind,2002,1.0
10752,Best Picture,Gosford Park,2002,0.0
10753,Best Picture,In the Bedroom,2002,0.0
10754,Best Picture,The Lord of the Rings: The Fellowship of the Ring,2002,0.0
10755,Best Picture,Moulin Rouge,2002,0.0
10756,Short Film (Animated),For the Birds,2002,1.0
10757,Short Film (Animated),Fifty Percent Grey,2002,0.0
10758,Short Film (Animated),Give Up Yer Aul Sins,2002,0.0
10759,Short Film (Animated),Strange Invaders,2002,0.0
10760,Short Film (Animated),Stubble Trouble,2002,0.0
10761,Short Film (Live Action),the accountant,2002,1.0
10762,Short Film (Live Action),Copy Shop,2002,0.0
10763,Short Film (Live Action),Gregor's Greatest Invention,2002,0.0
10764,Short Film (Live Action),A Man Thing (Meska Sprawa),2002,0.0
10765,Short Film (Live Action),Speed for Thespians,2002,0.0
10766,Sound,Black Hawk Down,2002,1.0
10767,Sound,Amélie,2002,0.0
10768,Sound,The Lord of the Rings: The Fellowship of the Ring,2002,0.0
10769,Sound,Moulin Rouge,2002,0.0
10770,Sound,Pearl Harbor,2002,0.0
10771,Sound Editing,Pearl Harbor,2002,1.0
10772,Sound Editing,"Monsters, Inc.",2002,0.0
10773,Visual Effects,The Lord of the Rings: The Fellowship of the Ring,2002,1.0
10774,Visual Effects,A.I. Artificial Intelligence,2002,0.0
10775,Visual Effects,Pearl Harbor,2002,0.0
10776,Writing (Screenplay Based on Material Previously Produced or Published),A Beautiful Mind,2002,1.0
10777,Writing (Screenplay Based on Material Previously Produced or Published),Ghost World,2002,0.0
10778,Writing (Screenplay Based on Material Previously Produced or Published),In the Bedroom,2002,0.0
10779,Writing (Screenplay Based on Material Previously Produced or Published),The Lord of the Rings: The Fellowship of the Ring,2002,0.0
10780,Writing (Screenplay Based on Material Previously Produced or Published),Shrek,2002,0.0
10781,Writing (Screenplay Written Directly for the Screen),Gosford Park,2002,1.0
10782,Writing (Screenplay Written Directly for the Screen),Amélie,2002,0.0
10783,Writing (Screenplay Written Directly for the Screen),Memento,2002,0.0
10784,Writing (Screenplay Written Directly for the Screen),Monster's Ball,2002,0.0
10785,Writing (Screenplay Written Directly for the Screen),The Royal Tenenbaums,2002,0.0
10786,Actor in a Leading Role,Adrien Brody,2003,1.0
10787,Actor in a Leading Role,Nicolas Cage,2003,1.0
10788,Actor in a Leading Role,Michael Caine,2003,0.0
10789,Actor in a Leading Role,Daniel Day-Lewis,2003,1.0
10791,Actor in a Leading Role,Jack Nicholson,2003,1.0
10792,Actor in a Supporting Role,Chris Cooper,2003,1.0
10793,Actor in a Supporting Role,Ed Harris,2003,0.0
10794,Actor in a Supporting Role,Paul Newman,2003,0.0
10795,Actor in a Supporting Role,John C. Reilly,2003,0.0
10796,Actor in a Supporting Role,Christopher Walken,2003,1.0
10797,Actress in a Leading Role,Nicole Kidman,2003,1.0
10798,Actress in a Leading Role,Salma Hayek,2003,0.0
10799,Actress in a Leading Role,Diane Lane,2003,0.0
10800,Actress in a Leading Role,Julianne Moore,2003,0.0
10801,Actress in a Leading Role,Renée Zellweger,2003,1.0
10802,Actress in a Supporting Role,Catherine Zeta-Jones,2003,1.0
10803,Actress in a Supporting Role,Kathy Bates,2003,0.0
10804,Actress in a Supporting Role,Julianne Moore,2003,0.0
10805,Actress in a Supporting Role,Queen Latifah,2003,0.0
10806,Actress in a Supporting Role,Meryl Streep,2003,1.0
10807,Animated Feature Film,Spirited Away,2003,1.0
10808,Animated Feature Film,Ice Age,2003,0.0
10809,Animated Feature Film,Lilo & Stitch,2003,0.0
10810,Animated Feature Film,Spirit: Stallion of the Cimarron,2003,0.0
10811,Animated Feature Film,Treasure Planet,2003,0.0
10812,Art Direction,Chicago,2003,1.0
10813,Art Direction,Frida,2003,0.0
10814,Art Direction,Gangs of New York,2003,0.0
10815,Art Direction,The Lord of the Rings: The Two Towers,2003,0.0
10816,Art Direction,Road to Perdition,2003,0.0
10817,Cinematography,Road to Perdition,2003,1.0
10818,Cinematography,Chicago,2003,0.0
10819,Cinematography,Far from Heaven,2003,0.0
10820,Cinematography,Gangs of New York,2003,0.0
10821,Cinematography,The Pianist,2003,0.0
10822,Costume Design,Chicago,2003,1.0
10823,Costume Design,Frida,2003,0.0
10824,Costume Design,Gangs of New York,2003,0.0
10825,Costume Design,The Hours,2003,0.0
10826,Costume Design,The Pianist,2003,0.0
10827,Directing,The Pianist,2003,1.0
10828,Directing,Chicago,2003,0.0
10829,Directing,Gangs of New York,2003,0.0
10830,Directing,The Hours,2003,0.0
10831,Directing,Talk to Her,2003,0.0
10832,Documentary (Feature),Bowling for Columbine,2003,1.0
10833,Documentary (Feature),Daughter from Danang,2003,0.0
10834,Documentary (Feature),Prisoner of Paradise,2003,0.0
10835,Documentary (Feature),Spellbound,2003,0.0
10836,Documentary (Feature),Winged Migration,2003,0.0
10837,Documentary (Short Subject),Twin Towers,2003,1.0
10838,Documentary (Short Subject),The Collector of Bedford Street,2003,0.0
10839,Documentary (Short Subject),Mighty Times: The Legacy of Rosa Parks,2003,0.0
10840,Documentary (Short Subject),Why Can't We Be a Family Again?,2003,0.0
10841,Film Editing,Chicago,2003,1.0
10842,Film Editing,Gangs of New York,2003,0.0
10843,Film Editing,The Hours,2003,0.0
10844,Film Editing,The Lord of the Rings: The Two Towers,2003,0.0
10845,Film Editing,The Pianist,2003,0.0
10846,Foreign Language Film,Nowhere in Africa,2003,1.0
10847,Foreign Language Film,El Crimen del Padre Amaro,2003,0.0
10848,Foreign Language Film,Hero,2003,0.0
10849,Foreign Language Film,The Man without a Past,2003,0.0
10850,Foreign Language Film,Zus & Zo,2003,0.0
10851,Makeup,Frida,2003,1.0
10852,Makeup,The Time Machine,2003,0.0
10853,Music (Original Score),Frida,2003,1.0
10854,Music (Original Score),Catch Me If You Can,2003,0.0
10855,Music (Original Score),Far from Heaven,2003,0.0
10856,Music (Original Score),The Hours,2003,0.0
10857,Music (Original Score),Road to Perdition,2003,0.0
10858,Music (Original Song),8 Mile,2003,1.0
10859,Music (Original Song),Frida,2003,0.0
10860,Music (Original Song),The Wild Thornberrys Movie,2003,0.0
10861,Music (Original Song),Gangs of New York,2003,0.0
10862,Music (Original Song),Chicago,2003,0.0
10863,Best Picture,Chicago,2003,1.0
10864,Best Picture,Gangs of New York,2003,0.0
10865,Best Picture,The Hours,2003,0.0
10866,Best Picture,The Lord of the Rings: The Two Towers,2003,0.0
10867,Best Picture,The Pianist,2003,0.0
10868,Short Film (Animated),The ChubbChubbs!,2003,1.0
10869,Short Film (Animated),The Cathedral,2003,0.0
10870,Short Film (Animated),Das Rad,2003,0.0
10871,Short Film (Animated),Mike's New Car,2003,0.0
10872,Short Film (Animated),Mt. Head,2003,0.0
10873,Short Film (Live Action),This Charming Man (Der Er En Yndig Mand),2003,1.0
10874,Short Film (Live Action),Fait D'Hiver,2003,0.0
10875,Short Film (Live Action),I'll Wait for the Next One... (J'Attendrai Le Suivant...),2003,0.0
10876,Short Film (Live Action),Inja (Dog),2003,0.0
10877,Short Film (Live Action),Johnny Flynton,2003,0.0
10878,Sound,Chicago,2003,1.0
10879,Sound,Gangs of New York,2003,0.0
10880,Sound,The Lord of the Rings: The Two Towers,2003,0.0
10881,Sound,Road to Perdition,2003,0.0
10882,Sound,Spider-Man,2003,0.0
10883,Sound Editing,The Lord of the Rings: The Two Towers,2003,1.0
10884,Sound Editing,Minority Report,2003,0.0
10885,Sound Editing,Road to Perdition,2003,0.0
10886,Visual Effects,The Lord of the Rings: The Two Towers,2003,1.0
10887,Visual Effects,Spider-Man,2003,0.0
10888,Visual Effects,Star Wars Episode II Attack of the Clones,2003,0.0
10889,Writing (Adapted Screenplay),The Pianist,2003,1.0
10890,Writing (Adapted Screenplay),About a Boy,2003,0.0
10891,Writing (Adapted Screenplay),Adaptation,2003,0.0
10892,Writing (Adapted Screenplay),Chicago,2003,0.0
10893,Writing (Adapted Screenplay),The Hours,2003,0.0
10894,Writing (Original Screenplay),Talk to Her,2003,1.0
10895,Writing (Original Screenplay),Far from Heaven,2003,0.0
10896,Writing (Original Screenplay),Gangs of New York,2003,0.0
10897,Writing (Original Screenplay),My Big Fat Greek Wedding,2003,0.0
10898,Writing (Original Screenplay),Y Tu Mamá También,2003,0.0
10899,Actor in a Leading Role,Sean Penn,2004,1.0
10901,Actor in a Leading Role,Johnny Depp,2004,0.0
10902,Actor in a Leading Role,Ben Kingsley,2004,1.0
10903,Actor in a Leading Role,Jude Law,2004,0.0
10904,Actor in a Leading Role,Bill Murray,2004,0.0
10905,Actor in a Supporting Role,Tim Robbins,2004,1.0
10906,Actor in a Supporting Role,Alec Baldwin,2004,0.0
10907,Actor in a Supporting Role,Benicio Del Toro,2004,1.0
10908,Actor in a Supporting Role,Djimon Hounsou,2004,0.0
10909,Actor in a Supporting Role,Ken Watanabe,2004,0.0
10910,Actress in a Leading Role,Charlize Theron,2004,1.0
10911,Actress in a Leading Role,Keisha Castle-Hughes,2004,0.0
10912,Actress in a Leading Role,Diane Keaton,2004,1.0
10913,Actress in a Leading Role,Samantha Morton,2004,0.0
10914,Actress in a Leading Role,Naomi Watts,2004,0.0
10915,Actress in a Supporting Role,Renée Zellweger,2004,1.0
10916,Actress in a Supporting Role,Shohreh Aghdashloo,2004,0.0
10917,Actress in a Supporting Role,Patricia Clarkson,2004,0.0
10918,Actress in a Supporting Role,Marcia Gay Harden,2004,1.0
10919,Actress in a Supporting Role,Holly Hunter,2004,0.0
10920,Animated Feature Film,Finding Nemo,2004,1.0
10921,Animated Feature Film,Brother Bear,2004,0.0
10922,Animated Feature Film,The Triplets of Belleville,2004,0.0
10923,Art Direction,The Lord of the Rings: The Return of the King,2004,1.0
10924,Art Direction,Girl with a Pearl Earring,2004,0.0
10925,Art Direction,The Last Samurai,2004,0.0
10926,Art Direction,Master and Commander: The Far Side of the World,2004,0.0
10927,Art Direction,Seabiscuit,2004,0.0
10928,Cinematography,Master and Commander: The Far Side of the World,2004,1.0
10929,Cinematography,City of God,2004,0.0
10930,Cinematography,Cold Mountain,2004,0.0
10931,Cinematography,Girl with a Pearl Earring,2004,0.0
10932,Cinematography,Seabiscuit,2004,0.0
10933,Costume Design,The Lord of the Rings: The Return of the King,2004,1.0
10934,Costume Design,Girl with a Pearl Earring,2004,0.0
10935,Costume Design,The Last Samurai,2004,0.0
10936,Costume Design,Master and Commander: The Far Side of the World,2004,0.0
10937,Costume Design,Seabiscuit,2004,0.0
10938,Directing,The Lord of the Rings: The Return of the King,2004,1.0
10939,Directing,City of God,2004,0.0
10940,Directing,Lost in Translation,2004,0.0
10941,Directing,Master and Commander: The Far Side of the World,2004,0.0
10942,Directing,Mystic River,2004,0.0
10943,Documentary (Feature),The Fog of War,2004,1.0
10944,Documentary (Feature),Balseros,2004,0.0
10945,Documentary (Feature),Capturing the Friedmans,2004,0.0
10946,Documentary (Feature),My Architect,2004,0.0
10947,Documentary (Feature),The Weather Underground,2004,0.0
10948,Documentary (Short Subject),Chernobyl Heart,2004,1.0
10949,Documentary (Short Subject),Asylum,2004,0.0
10950,Documentary (Short Subject),Ferry Tales,2004,0.0
10951,Film Editing,The Lord of the Rings: The Return of the King,2004,1.0
10952,Film Editing,City of God,2004,0.0
10953,Film Editing,Cold Mountain,2004,0.0
10954,Film Editing,Master and Commander: The Far Side of the World,2004,0.0
10955,Film Editing,Seabiscuit,2004,0.0
10956,Foreign Language Film,The Barbarian Invasions,2004,1.0
10957,Foreign Language Film,Evil,2004,0.0
10958,Foreign Language Film,The Twilight Samurai,2004,0.0
10959,Foreign Language Film,Twin Sisters,2004,0.0
10960,Foreign Language Film,Zelary,2004,0.0
10961,Makeup,The Lord of the Rings: The Return of the King,2004,1.0
10962,Makeup,Master and Commander: The Far Side of the World,2004,0.0
10963,Makeup,Pirates of the Caribbean: The Curse of the Black Pearl,2004,0.0
10964,Music (Original Score),The Lord of the Rings: The Return of the King,2004,1.0
10965,Music (Original Score),Big Fish,2004,0.0
10966,Music (Original Score),Cold Mountain,2004,0.0
10967,Music (Original Score),Finding Nemo,2004,0.0
10968,Music (Original Score),House of Sand and Fog,2004,0.0
10969,Music (Original Song),The Lord of the Rings: The Return of the King,2004,1.0
10970,Music (Original Song),The Triplets of Belleville,2004,0.0
10971,Music (Original Song),A Mighty Wind,2004,0.0
10972,Music (Original Song),Cold Mountain,2004,0.0
10974,Best Picture,The Lord of the Rings: The Return of the King,2004,1.0
10975,Best Picture,Lost in Translation,2004,0.0
10976,Best Picture,Master and Commander: The Far Side of the World,2004,0.0
10977,Best Picture,Mystic River,2004,0.0
10978,Best Picture,Seabiscuit,2004,0.0
10979,Short Film (Animated),Harvie Krumpet,2004,1.0
10980,Short Film (Animated),Boundin',2004,0.0
10981,Short Film (Animated),Destino,2004,0.0
10982,Short Film (Animated),Gone Nutty,2004,0.0
10983,Short Film (Animated),Nibbles,2004,0.0
10984,Short Film (Live Action),Two Soldiers,2004,1.0
10985,Short Film (Live Action),Die Rote Jacke (The Red Jacket),2004,0.0
10986,Short Film (Live Action),Most (The Bridge),2004,0.0
10987,Short Film (Live Action),Squash,2004,0.0
10988,Short Film (Live Action),(A) Torzija [(A) Torsion],2004,0.0
10989,Sound Editing,Master and Commander: The Far Side of the World,2004,1.0
10990,Sound Editing,Finding Nemo,2004,0.0
10991,Sound Editing,Pirates of the Caribbean: The Curse of the Black Pearl,2004,0.0
10992,Sound Mixing,The Lord of the Rings: The Return of the King,2004,1.0
10993,Sound Mixing,The Last Samurai,2004,0.0
10994,Sound Mixing,Master and Commander: The Far Side of the World,2004,0.0
10995,Sound Mixing,Pirates of the Caribbean: The Curse of the Black Pearl,2004,0.0
10996,Sound Mixing,Seabiscuit,2004,0.0
10997,Visual Effects,The Lord of the Rings: The Return of the King,2004,1.0
10998,Visual Effects,Master and Commander: The Far Side of the World,2004,0.0
10999,Visual Effects,Pirates of the Caribbean: The Curse of the Black Pearl,2004,0.0
11000,Writing (Adapted Screenplay),The Lord of the Rings: The Return of the King,2004,1.0
11001,Writing (Adapted Screenplay),American Splendor,2004,0.0
11002,Writing (Adapted Screenplay),City of God,2004,0.0
11003,Writing (Adapted Screenplay),Mystic River,2004,0.0
11004,Writing (Adapted Screenplay),Seabiscuit,2004,0.0
11005,Writing (Original Screenplay),Lost in Translation,2004,1.0
11006,Writing (Original Screenplay),The Barbarian Invasions,2004,0.0
11007,Writing (Original Screenplay),Dirty Pretty Things,2004,0.0
11008,Writing (Original Screenplay),Finding Nemo,2004,0.0
11009,Writing (Original Screenplay),In America,2004,0.0
11010,Actor in a Leading Role,Jamie Foxx,2005,1.0
11011,Actor in a Leading Role,Don Cheadle,2005,0.0
11012,Actor in a Leading Role,Johnny Depp,2005,0.0
11013,Actor in a Leading Role,Leonardo DiCaprio,2005,1.0
11014,Actor in a Leading Role,Clint Eastwood,2005,0.0
11015,Actor in a Supporting Role,Morgan Freeman,2005,1.0
11016,Actor in a Supporting Role,Alan Alda,2005,0.0
11017,Actor in a Supporting Role,Thomas Haden Church,2005,0.0
11018,Actor in a Supporting Role,Jamie Foxx,2005,0.0
11019,Actor in a Supporting Role,Clive Owen,2005,0.0
11020,Actress in a Leading Role,Hilary Swank,2005,1.0
11022,Actress in a Leading Role,Annette Bening,2005,0.0
11023,Actress in a Leading Role,Catalina Sandino Moreno,2005,0.0
11024,Actress in a Leading Role,Imelda Staunton,2005,0.0
11025,Actress in a Leading Role,Kate Winslet,2005,1.0
11026,Actress in a Supporting Role,Cate Blanchett,2005,1.0
